Source,Target,Type,id,label,timeset,weight
817,819,Directed,2308,,,1.0
817,820,Directed,2309,,,1.0
560,55,Directed,2310,,,1.0
560,559,Directed,2311,,,1.0
968,114,Directed,2312,,,1.0
968,1050,Directed,2313,,,1.0
434,38,Directed,2314,,,1.0
434,158,Directed,2315,,,1.0
744,743,Directed,2316,,,1.0
744,745,Directed,2317,,,1.0
744,277,Directed,2318,,,1.0
744,222,Directed,2319,,,1.0
744,746,Directed,2320,,,1.0
744,747,Directed,2321,,,1.0
744,828,Directed,2322,,,1.0
744,829,Directed,2323,,,1.0
874,872,Directed,2324,,,1.0
874,325,Directed,2325,,,1.0
874,873,Directed,2326,,,1.0
874,454,Directed,2327,,,1.0
874,875,Directed,2328,,,1.0
874,876,Directed,2329,,,1.0
874,877,Directed,2330,,,1.0
874,878,Directed,2331,,,1.0
874,341,Directed,2332,,,1.0
448,99,Directed,2333,,,1.0
448,606,Directed,2334,,,1.0
448,607,Directed,2335,,,1.0
448,608,Directed,2336,,,1.0
202,137,Directed,2337,,,1.0
202,59,Directed,2338,,,1.0
202,139,Directed,2339,,,1.0
202,203,Directed,2340,,,1.0
996,87,Directed,2341,,,1.0
523,524,Directed,2342,,,1.0
523,86,Directed,2343,,,1.0
818,55,Directed,2344,,,1.0
818,817,Directed,2345,,,1.0
818,819,Directed,2346,,,1.0
818,820,Directed,2347,,,1.0
875,872,Directed,2348,,,1.0
875,325,Directed,2349,,,1.0
875,873,Directed,2350,,,1.0
875,454,Directed,2351,,,1.0
875,874,Directed,2352,,,1.0
875,876,Directed,2353,,,1.0
875,877,Directed,2354,,,1.0
875,878,Directed,2355,,,1.0
875,341,Directed,2356,,,1.0
959,958,Directed,2357,,,1.0
959,44,Directed,2358,,,1.0
959,45,Directed,2359,,,1.0
1100,1099,Directed,2360,,,1.0
1100,1101,Directed,2361,,,1.0
1100,1102,Directed,2362,,,1.0
1100,203,Directed,2363,,,1.0
305,122,Directed,2364,,,1.0
43,42,Directed,2365,,,1.0
43,44,Directed,2366,,,1.0
43,45,Directed,2367,,,1.0
43,46,Directed,2368,,,1.0
43,965,Directed,2369,,,1.0
43,966,Directed,2370,,,1.0
524,523,Directed,2371,,,1.0
524,86,Directed,2372,,,1.0
116,112,Directed,2373,,,1.0
116,113,Directed,2374,,,1.0
116,114,Directed,2375,,,1.0
116,115,Directed,2376,,,1.0
116,117,Directed,2377,,,1.0
116,118,Directed,2378,,,1.0
117,112,Directed,2379,,,1.0
117,113,Directed,2380,,,1.0
117,114,Directed,2381,,,1.0
117,115,Directed,2382,,,1.0
117,116,Directed,2383,,,1.0
117,118,Directed,2384,,,1.0
117,119,Directed,2385,,,1.0
117,225,Directed,2386,,,1.0
117,137,Directed,2387,,,1.0
117,248,Directed,2388,,,1.0
117,249,Directed,2389,,,1.0
117,197,Directed,2390,,,1.0
117,139,Directed,2391,,,1.0
117,199,Directed,2392,,,1.0
117,384,Directed,2393,,,1.0
117,480,Directed,2394,,,1.0
117,481,Directed,2395,,,1.0
117,482,Directed,2396,,,1.0
117,483,Directed,2397,,,1.0
117,476,Directed,2398,,,1.0
117,470,Directed,2399,,,1.0
117,472,Directed,2400,,,1.0
117,484,Directed,2401,,,1.0
117,670,Directed,2402,,,1.0
117,671,Directed,2403,,,1.0
117,237,Directed,2404,,,1.0
117,201,Directed,2405,,,1.0
691,692,Directed,2406,,,1.0
691,47,Directed,2407,,,1.0
691,693,Directed,2408,,,1.0
691,694,Directed,2409,,,1.0
691,695,Directed,2410,,,1.0
691,884,Directed,2411,,,1.0
692,691,Directed,2412,,,1.0
692,47,Directed,2413,,,1.0
692,693,Directed,2414,,,1.0
692,694,Directed,2415,,,1.0
692,695,Directed,2416,,,1.0
692,114,Directed,2417,,,1.0
692,155,Directed,2418,,,1.0
692,1152,Directed,2419,,,1.0
692,1153,Directed,2420,,,1.0
928,616,Directed,2421,,,1.0
928,602,Directed,2422,,,1.0
928,526,Directed,2423,,,1.0
928,929,Directed,2424,,,1.0
883,882,Directed,2425,,,1.0
883,790,Directed,2426,,,1.0
340,341,Directed,2427,,,1.0
340,858,Directed,2428,,,1.0
384,199,Directed,2429,,,1.0
384,117,Directed,2430,,,1.0
384,197,Directed,2431,,,1.0
384,784,Directed,2432,,,1.0
384,114,Directed,2433,,,1.0
384,155,Directed,2434,,,1.0
384,794,Directed,2435,,,1.0
384,785,Directed,2436,,,1.0
384,795,Directed,2437,,,1.0
384,87,Directed,2438,,,1.0
384,919,Directed,2439,,,1.0
384,736,Directed,2440,,,1.0
384,70,Directed,2441,,,1.0
384,220,Directed,2442,,,1.0
1040,87,Directed,2443,,,1.0
1040,541,Directed,2444,,,1.0
585,86,Directed,2445,,,1.0
1048,1047,Directed,2446,,,1.0
1048,332,Directed,2447,,,1.0
1048,1072,Directed,2448,,,1.0
1048,1053,Directed,2449,,,1.0
1048,1073,Directed,2450,,,1.0
184,185,Directed,2451,,,1.0
184,186,Directed,2452,,,1.0
663,280,Directed,2453,,,1.0
663,236,Directed,2454,,,1.0
331,332,Directed,2455,,,1.0
550,47,Directed,2456,,,1.0
38,36,Directed,2457,,,1.0
38,37,Directed,2458,,,1.0
38,39,Directed,2459,,,1.0
38,434,Directed,2460,,,1.0
38,158,Directed,2461,,,1.0
978,977,Directed,2462,,,1.0
978,110,Directed,2463,,,1.0
978,979,Directed,2464,,,1.0
978,980,Directed,2465,,,1.0
1089,985,Directed,2466,,,1.0
1089,681,Directed,2467,,,1.0
1089,775,Directed,2468,,,1.0
1089,181,Directed,2469,,,1.0
422,423,Directed,2470,,,1.0
212,210,Directed,2471,,,1.0
212,211,Directed,2472,,,1.0
212,213,Directed,2473,,,1.0
86,523,Directed,2474,,,1.0
86,524,Directed,2475,,,1.0
86,585,Directed,2476,,,1.0
86,897,Directed,2477,,,1.0
86,48,Directed,2478,,,1.0
86,429,Directed,2479,,,1.0
86,164,Directed,2480,,,1.0
86,109,Directed,2481,,,1.0
606,448,Directed,2482,,,1.0
606,607,Directed,2483,,,1.0
606,608,Directed,2484,,,1.0
446,447,Directed,2485,,,1.0
446,239,Directed,2486,,,1.0
446,902,Directed,2487,,,1.0
316,210,Directed,2488,,,1.0
316,317,Directed,2489,,,1.0
224,119,Directed,2490,,,1.0
224,114,Directed,2491,,,1.0
224,197,Directed,2492,,,1.0
224,334,Directed,2493,,,1.0
224,775,Directed,2494,,,1.0
224,87,Directed,2495,,,1.0
224,541,Directed,2496,,,1.0
224,1065,Directed,2497,,,1.0
224,137,Directed,2498,,,1.0
224,1066,Directed,2499,,,1.0
224,1067,Directed,2500,,,1.0
224,1068,Directed,2501,,,1.0
224,1069,Directed,2502,,,1.0
224,1070,Directed,2503,,,1.0
224,59,Directed,2504,,,1.0
224,634,Directed,2505,,,1.0
411,65,Directed,2506,,,1.0
411,187,Directed,2507,,,1.0
411,415,Directed,2508,,,1.0
411,416,Directed,2509,,,1.0
411,417,Directed,2510,,,1.0
411,961,Directed,2511,,,1.0
411,853,Directed,2512,,,1.0
411,772,Directed,2513,,,1.0
411,838,Directed,2514,,,1.0
1066,1065,Directed,2515,,,1.0
1066,137,Directed,2516,,,1.0
1066,114,Directed,2517,,,1.0
1066,224,Directed,2518,,,1.0
1066,1067,Directed,2519,,,1.0
1066,1068,Directed,2520,,,1.0
1066,1069,Directed,2521,,,1.0
1066,1070,Directed,2522,,,1.0
1066,59,Directed,2523,,,1.0
1066,634,Directed,2524,,,1.0
280,663,Directed,2525,,,1.0
280,236,Directed,2526,,,1.0
940,938,Directed,2527,,,1.0
940,939,Directed,2528,,,1.0
940,873,Directed,2529,,,1.0
940,991,Directed,2530,,,1.0
238,239,Directed,2531,,,1.0
602,616,Directed,2532,,,1.0
602,928,Directed,2533,,,1.0
602,526,Directed,2534,,,1.0
602,929,Directed,2535,,,1.0
602,364,Directed,2536,,,1.0
602,213,Directed,2537,,,1.0
177,79,Directed,2538,,,1.0
125,121,Directed,2539,,,1.0
125,126,Directed,2540,,,1.0
125,127,Directed,2541,,,1.0
884,691,Directed,2542,,,1.0
540,87,Directed,2543,,,1.0
540,541,Directed,2544,,,1.0
975,974,Directed,2545,,,1.0
975,216,Directed,2546,,,1.0
975,266,Directed,2547,,,1.0
975,272,Directed,2548,,,1.0
975,976,Directed,2549,,,1.0
128,30,Directed,2550,,,1.0
128,99,Directed,2551,,,1.0
128,129,Directed,2552,,,1.0
745,743,Directed,2553,,,1.0
745,744,Directed,2554,,,1.0
745,277,Directed,2555,,,1.0
745,222,Directed,2556,,,1.0
745,746,Directed,2557,,,1.0
745,747,Directed,2558,,,1.0
227,228,Directed,2559,,,1.0
227,229,Directed,2560,,,1.0
227,769,Directed,2561,,,1.0
227,770,Directed,2562,,,1.0
227,771,Directed,2563,,,1.0
227,742,Directed,2564,,,1.0
227,772,Directed,2565,,,1.0
227,773,Directed,2566,,,1.0
227,774,Directed,2567,,,1.0
665,541,Directed,2568,,,1.0
930,130,Directed,2569,,,1.0
960,80,Directed,2570,,,1.0
65,79,Directed,2571,,,1.0
65,80,Directed,2572,,,1.0
65,411,Directed,2573,,,1.0
65,637,Directed,2574,,,1.0
65,786,Directed,2575,,,1.0
65,30,Directed,2576,,,1.0
65,841,Directed,2577,,,1.0
65,842,Directed,2578,,,1.0
65,87,Directed,2579,,,1.0
1078,332,Directed,2580,,,1.0
1078,634,Directed,2581,,,1.0
1072,1048,Directed,2582,,,1.0
1072,1053,Directed,2583,,,1.0
1072,1073,Directed,2584,,,1.0
123,120,Directed,2585,,,1.0
123,121,Directed,2586,,,1.0
123,122,Directed,2587,,,1.0
123,124,Directed,2588,,,1.0
123,45,Directed,2589,,,1.0
124,120,Directed,2590,,,1.0
124,121,Directed,2591,,,1.0
124,122,Directed,2592,,,1.0
124,123,Directed,2593,,,1.0
127,126,Directed,2594,,,1.0
127,125,Directed,2595,,,1.0
228,227,Directed,2596,,,1.0
228,229,Directed,2597,,,1.0
229,227,Directed,2598,,,1.0
229,228,Directed,2599,,,1.0
317,210,Directed,2600,,,1.0
317,316,Directed,2601,,,1.0
477,473,Directed,2602,,,1.0
477,474,Directed,2603,,,1.0
477,475,Directed,2604,,,1.0
477,114,Directed,2605,,,1.0
477,476,Directed,2606,,,1.0
477,478,Directed,2607,,,1.0
477,479,Directed,2608,,,1.0
797,796,Directed,2609,,,1.0
797,798,Directed,2610,,,1.0
797,879,Directed,2611,,,1.0
486,467,Directed,2612,,,1.0
486,239,Directed,2613,,,1.0
1027,87,Directed,2614,,,1.0
216,217,Directed,2615,,,1.0
216,218,Directed,2616,,,1.0
216,974,Directed,2617,,,1.0
216,975,Directed,2618,,,1.0
216,266,Directed,2619,,,1.0
216,272,Directed,2620,,,1.0
216,976,Directed,2621,,,1.0
332,331,Directed,2622,,,1.0
332,1047,Directed,2623,,,1.0
332,1048,Directed,2624,,,1.0
332,1078,Directed,2625,,,1.0
332,634,Directed,2626,,,1.0
556,555,Directed,2627,,,1.0
556,55,Directed,2628,,,1.0
556,557,Directed,2629,,,1.0
556,558,Directed,2630,,,1.0
556,559,Directed,2631,,,1.0
101,146,Directed,2632,,,1.0
101,1051,Directed,2633,,,1.0
146,147,Directed,2634,,,1.0
146,702,Directed,2635,,,1.0
146,703,Directed,2636,,,1.0
146,401,Directed,2637,,,1.0
146,704,Directed,2638,,,1.0
146,709,Directed,2639,,,1.0
146,101,Directed,2640,,,1.0
146,1051,Directed,2641,,,1.0
1238,68,Directed,2642,,,1.0
1232,87,Directed,2643,,,1.0
1136,414,Directed,2644,,,1.0
1303,369,Directed,2645,,,1.0
1303,81,Directed,2646,,,1.0
1303,527,Directed,2647,,,1.0
1303,1304,Directed,2648,,,1.0
1303,1305,Directed,2649,,,1.0
1012,81,Directed,2650,,,1.0
852,853,Directed,2651,,,1.0
526,616,Directed,2652,,,1.0
526,928,Directed,2653,,,1.0
526,602,Directed,2654,,,1.0
526,929,Directed,2655,,,1.0
919,87,Directed,2656,,,1.0
919,384,Directed,2657,,,1.0
919,736,Directed,2658,,,1.0
919,70,Directed,2659,,,1.0
307,306,Directed,2660,,,1.0
491,441,Directed,2661,,,1.0
491,490,Directed,2662,,,1.0
491,492,Directed,2663,,,1.0
491,493,Directed,2664,,,1.0
491,904,Directed,2665,,,1.0
492,441,Directed,2666,,,1.0
492,490,Directed,2667,,,1.0
492,491,Directed,2668,,,1.0
492,493,Directed,2669,,,1.0
470,471,Directed,2670,,,1.0
470,472,Directed,2671,,,1.0
470,480,Directed,2672,,,1.0
470,481,Directed,2673,,,1.0
470,482,Directed,2674,,,1.0
470,483,Directed,2675,,,1.0
470,476,Directed,2676,,,1.0
470,117,Directed,2677,,,1.0
470,484,Directed,2678,,,1.0
374,55,Directed,2679,,,1.0
374,375,Directed,2680,,,1.0
685,110,Directed,2681,,,1.0
685,327,Directed,2682,,,1.0
748,59,Directed,2683,,,1.0
748,192,Directed,2684,,,1.0
471,470,Directed,2685,,,1.0
471,472,Directed,2686,,,1.0
876,872,Directed,2687,,,1.0
876,325,Directed,2688,,,1.0
876,873,Directed,2689,,,1.0
876,454,Directed,2690,,,1.0
876,874,Directed,2691,,,1.0
876,875,Directed,2692,,,1.0
876,877,Directed,2693,,,1.0
876,878,Directed,2694,,,1.0
876,341,Directed,2695,,,1.0
557,555,Directed,2696,,,1.0
557,55,Directed,2697,,,1.0
557,556,Directed,2698,,,1.0
557,558,Directed,2699,,,1.0
557,559,Directed,2700,,,1.0
1228,122,Directed,2701,,,1.0
1228,1227,Directed,2702,,,1.0
558,555,Directed,2703,,,1.0
558,55,Directed,2704,,,1.0
558,556,Directed,2705,,,1.0
558,557,Directed,2706,,,1.0
558,559,Directed,2707,,,1.0
401,402,Directed,2708,,,1.0
401,403,Directed,2709,,,1.0
401,302,Directed,2710,,,1.0
401,404,Directed,2711,,,1.0
401,702,Directed,2712,,,1.0
401,703,Directed,2713,,,1.0
401,146,Directed,2714,,,1.0
401,704,Directed,2715,,,1.0
289,288,Directed,2716,,,1.0
289,290,Directed,2717,,,1.0
289,291,Directed,2718,,,1.0
289,292,Directed,2719,,,1.0
289,293,Directed,2720,,,1.0
502,408,Directed,2721,,,1.0
502,503,Directed,2722,,,1.0
716,302,Directed,2723,,,1.0
76,70,Directed,2724,,,1.0
324,42,Directed,2725,,,1.0
324,45,Directed,2726,,,1.0
324,1208,Directed,2727,,,1.0
185,184,Directed,2728,,,1.0
185,186,Directed,2729,,,1.0
185,54,Directed,2730,,,1.0
185,180,Directed,2731,,,1.0
185,545,Directed,2732,,,1.0
185,880,Directed,2733,,,1.0
947,47,Directed,2734,,,1.0
947,948,Directed,2735,,,1.0
667,87,Directed,2736,,,1.0
667,668,Directed,2737,,,1.0
868,199,Directed,2738,,,1.0
868,364,Directed,2739,,,1.0
47,114,Directed,2740,,,1.0
47,181,Directed,2741,,,1.0
47,235,Directed,2742,,,1.0
47,236,Directed,2743,,,1.0
47,380,Directed,2744,,,1.0
47,535,Directed,2745,,,1.0
47,536,Directed,2746,,,1.0
47,691,Directed,2747,,,1.0
47,692,Directed,2748,,,1.0
47,693,Directed,2749,,,1.0
47,694,Directed,2750,,,1.0
47,695,Directed,2751,,,1.0
47,474,Directed,2752,,,1.0
47,137,Directed,2753,,,1.0
47,314,Directed,2754,,,1.0
47,59,Directed,2755,,,1.0
47,701,Directed,2756,,,1.0
47,742,Directed,2757,,,1.0
47,826,Directed,2758,,,1.0
47,833,Directed,2759,,,1.0
47,834,Directed,2760,,,1.0
47,795,Directed,2761,,,1.0
47,835,Directed,2762,,,1.0
47,947,Directed,2763,,,1.0
47,948,Directed,2764,,,1.0
47,550,Directed,2765,,,1.0
942,941,Directed,2766,,,1.0
942,191,Directed,2767,,,1.0
942,248,Directed,2768,,,1.0
942,790,Directed,2769,,,1.0
942,943,Directed,2770,,,1.0
942,139,Directed,2771,,,1.0
942,634,Directed,2772,,,1.0
942,944,Directed,2773,,,1.0
982,786,Directed,2774,,,1.0
252,200,Directed,2775,,,1.0
252,253,Directed,2776,,,1.0
252,59,Directed,2777,,,1.0
1067,1065,Directed,2778,,,1.0
1067,137,Directed,2779,,,1.0
1067,114,Directed,2780,,,1.0
1067,224,Directed,2781,,,1.0
1067,1066,Directed,2782,,,1.0
1067,1068,Directed,2783,,,1.0
1067,1069,Directed,2784,,,1.0
1067,1070,Directed,2785,,,1.0
1067,59,Directed,2786,,,1.0
1067,634,Directed,2787,,,1.0
1067,139,Directed,2788,,,1.0
736,54,Directed,2789,,,1.0
736,426,Directed,2790,,,1.0
736,87,Directed,2791,,,1.0
736,384,Directed,2792,,,1.0
736,919,Directed,2793,,,1.0
736,70,Directed,2794,,,1.0
736,1221,Directed,2795,,,1.0
736,140,Directed,2796,,,1.0
742,47,Directed,2797,,,1.0
742,769,Directed,2798,,,1.0
742,770,Directed,2799,,,1.0
742,771,Directed,2800,,,1.0
742,227,Directed,2801,,,1.0
742,772,Directed,2802,,,1.0
742,773,Directed,2803,,,1.0
742,774,Directed,2804,,,1.0
742,1120,Directed,2805,,,1.0
742,1121,Directed,2806,,,1.0
369,370,Directed,2807,,,1.0
369,1303,Directed,2808,,,1.0
369,81,Directed,2809,,,1.0
369,527,Directed,2810,,,1.0
369,1304,Directed,2811,,,1.0
369,1305,Directed,2812,,,1.0
249,137,Directed,2813,,,1.0
249,248,Directed,2814,,,1.0
249,117,Directed,2815,,,1.0
249,197,Directed,2816,,,1.0
1050,114,Directed,2817,,,1.0
1050,968,Directed,2818,,,1.0
110,685,Directed,2819,,,1.0
110,686,Directed,2820,,,1.0
110,327,Directed,2821,,,1.0
110,977,Directed,2822,,,1.0
110,978,Directed,2823,,,1.0
110,979,Directed,2824,,,1.0
110,980,Directed,2825,,,1.0
368,367,Directed,2826,,,1.0
314,474,Directed,2827,,,1.0
314,137,Directed,2828,,,1.0
314,47,Directed,2829,,,1.0
314,59,Directed,2830,,,1.0
314,701,Directed,2831,,,1.0
314,497,Directed,2832,,,1.0
155,154,Directed,2833,,,1.0
155,137,Directed,2834,,,1.0
155,156,Directed,2835,,,1.0
155,784,Directed,2836,,,1.0
155,114,Directed,2837,,,1.0
155,384,Directed,2838,,,1.0
155,794,Directed,2839,,,1.0
155,785,Directed,2840,,,1.0
155,795,Directed,2841,,,1.0
155,197,Directed,2842,,,1.0
155,139,Directed,2843,,,1.0
155,692,Directed,2844,,,1.0
155,1152,Directed,2845,,,1.0
155,1153,Directed,2846,,,1.0
794,784,Directed,2847,,,1.0
794,114,Directed,2848,,,1.0
794,384,Directed,2849,,,1.0
794,155,Directed,2850,,,1.0
794,785,Directed,2851,,,1.0
794,795,Directed,2852,,,1.0
794,197,Directed,2853,,,1.0
670,117,Directed,2854,,,1.0
670,671,Directed,2855,,,1.0
670,237,Directed,2856,,,1.0
670,201,Directed,2857,,,1.0
536,535,Directed,2858,,,1.0
536,47,Directed,2859,,,1.0
607,448,Directed,2860,,,1.0
607,606,Directed,2861,,,1.0
607,608,Directed,2862,,,1.0
607,42,Directed,2863,,,1.0
607,45,Directed,2864,,,1.0
607,165,Directed,2865,,,1.0
607,282,Directed,2866,,,1.0
1091,44,Directed,2867,,,1.0
1091,1092,Directed,2868,,,1.0
245,235,Directed,2869,,,1.0
245,48,Directed,2870,,,1.0
245,68,Directed,2871,,,1.0
245,751,Directed,2872,,,1.0
245,158,Directed,2873,,,1.0
245,1061,Directed,2874,,,1.0
217,216,Directed,2875,,,1.0
217,218,Directed,2876,,,1.0
217,814,Directed,2877,,,1.0
180,185,Directed,2878,,,1.0
287,285,Directed,2879,,,1.0
287,286,Directed,2880,,,1.0
287,222,Directed,2881,,,1.0
287,453,Directed,2882,,,1.0
287,454,Directed,2883,,,1.0
287,455,Directed,2884,,,1.0
287,456,Directed,2885,,,1.0
287,457,Directed,2886,,,1.0
310,292,Directed,2887,,,1.0
455,453,Directed,2888,,,1.0
455,454,Directed,2889,,,1.0
455,287,Directed,2890,,,1.0
455,456,Directed,2891,,,1.0
455,457,Directed,2892,,,1.0
693,691,Directed,2893,,,1.0
693,692,Directed,2894,,,1.0
693,47,Directed,2895,,,1.0
693,694,Directed,2896,,,1.0
693,695,Directed,2897,,,1.0
694,691,Directed,2898,,,1.0
694,692,Directed,2899,,,1.0
694,47,Directed,2900,,,1.0
694,693,Directed,2901,,,1.0
694,695,Directed,2902,,,1.0
819,55,Directed,2903,,,1.0
819,817,Directed,2904,,,1.0
819,818,Directed,2905,,,1.0
819,820,Directed,2906,,,1.0
576,575,Directed,2907,,,1.0
576,577,Directed,2908,,,1.0
576,574,Directed,2909,,,1.0
576,578,Directed,2910,,,1.0
576,579,Directed,2911,,,1.0
1145,938,Directed,2912,,,1.0
200,199,Directed,2913,,,1.0
200,114,Directed,2914,,,1.0
200,201,Directed,2915,,,1.0
200,252,Directed,2916,,,1.0
200,253,Directed,2917,,,1.0
200,59,Directed,2918,,,1.0
200,1025,Directed,2919,,,1.0
200,137,Directed,2920,,,1.0
188,187,Directed,2921,,,1.0
188,189,Directed,2922,,,1.0
376,55,Directed,2923,,,1.0
790,795,Directed,2924,,,1.0
790,836,Directed,2925,,,1.0
790,882,Directed,2926,,,1.0
790,883,Directed,2927,,,1.0
790,941,Directed,2928,,,1.0
790,191,Directed,2929,,,1.0
790,248,Directed,2930,,,1.0
790,942,Directed,2931,,,1.0
790,943,Directed,2932,,,1.0
790,139,Directed,2933,,,1.0
790,634,Directed,2934,,,1.0
790,944,Directed,2935,,,1.0
166,165,Directed,2936,,,1.0
166,167,Directed,2937,,,1.0
81,468,Directed,2938,,,1.0
81,765,Directed,2939,,,1.0
81,570,Directed,2940,,,1.0
81,766,Directed,2941,,,1.0
81,767,Directed,2942,,,1.0
81,969,Directed,2943,,,1.0
81,1003,Directed,2944,,,1.0
81,1012,Directed,2945,,,1.0
81,1245,Directed,2946,,,1.0
81,1303,Directed,2947,,,1.0
81,369,Directed,2948,,,1.0
81,527,Directed,2949,,,1.0
81,1304,Directed,2950,,,1.0
81,1305,Directed,2951,,,1.0
987,986,Directed,2952,,,1.0
987,984,Directed,2953,,,1.0
987,985,Directed,2954,,,1.0
1101,1099,Directed,2955,,,1.0
1101,1100,Directed,2956,,,1.0
1101,1102,Directed,2957,,,1.0
1101,203,Directed,2958,,,1.0
1152,114,Directed,2959,,,1.0
1152,692,Directed,2960,,,1.0
1152,155,Directed,2961,,,1.0
1152,1153,Directed,2962,,,1.0
158,157,Directed,2963,,,1.0
158,434,Directed,2964,,,1.0
158,38,Directed,2965,,,1.0
158,68,Directed,2966,,,1.0
158,751,Directed,2967,,,1.0
158,245,Directed,2968,,,1.0
158,1061,Directed,2969,,,1.0
186,184,Directed,2970,,,1.0
186,185,Directed,2971,,,1.0
186,545,Directed,2972,,,1.0
1130,223,Directed,2973,,,1.0
1130,53,Directed,2974,,,1.0
541,87,Directed,2975,,,1.0
541,540,Directed,2976,,,1.0
541,665,Directed,2977,,,1.0
541,669,Directed,2978,,,1.0
541,224,Directed,2979,,,1.0
541,1040,Directed,2980,,,1.0
375,55,Directed,2981,,,1.0
375,374,Directed,2982,,,1.0
877,872,Directed,2983,,,1.0
877,325,Directed,2984,,,1.0
877,873,Directed,2985,,,1.0
877,454,Directed,2986,,,1.0
877,874,Directed,2987,,,1.0
877,875,Directed,2988,,,1.0
877,876,Directed,2989,,,1.0
877,878,Directed,2990,,,1.0
877,341,Directed,2991,,,1.0
478,473,Directed,2992,,,1.0
478,474,Directed,2993,,,1.0
478,475,Directed,2994,,,1.0
478,114,Directed,2995,,,1.0
478,476,Directed,2996,,,1.0
478,477,Directed,2997,,,1.0
478,479,Directed,2998,,,1.0
785,784,Directed,2999,,,1.0
785,114,Directed,3000,,,1.0
785,118,Directed,3001,,,1.0
785,384,Directed,3002,,,1.0
785,155,Directed,3003,,,1.0
785,794,Directed,3004,,,1.0
785,795,Directed,3005,,,1.0
785,197,Directed,3006,,,1.0
772,769,Directed,3007,,,1.0
772,770,Directed,3008,,,1.0
772,771,Directed,3009,,,1.0
772,227,Directed,3010,,,1.0
772,742,Directed,3011,,,1.0
772,773,Directed,3012,,,1.0
772,774,Directed,3013,,,1.0
772,187,Directed,3014,,,1.0
772,961,Directed,3015,,,1.0
772,411,Directed,3016,,,1.0
772,853,Directed,3017,,,1.0
223,54,Directed,3018,,,1.0
223,231,Directed,3019,,,1.0
223,53,Directed,3020,,,1.0
223,232,Directed,3021,,,1.0
223,464,Directed,3022,,,1.0
223,302,Directed,3023,,,1.0
223,1130,Directed,3024,,,1.0
223,1174,Directed,3025,,,1.0
266,974,Directed,3026,,,1.0
266,975,Directed,3027,,,1.0
266,216,Directed,3028,,,1.0
266,272,Directed,3029,,,1.0
266,976,Directed,3030,,,1.0
671,117,Directed,3031,,,1.0
671,670,Directed,3032,,,1.0
671,237,Directed,3033,,,1.0
671,201,Directed,3034,,,1.0
680,681,Directed,3035,,,1.0
680,682,Directed,3036,,,1.0
237,117,Directed,3037,,,1.0
237,670,Directed,3038,,,1.0
237,671,Directed,3039,,,1.0
237,201,Directed,3040,,,1.0
792,30,Directed,3041,,,1.0
99,100,Directed,3042,,,1.0
99,30,Directed,3043,,,1.0
99,128,Directed,3044,,,1.0
99,129,Directed,3045,,,1.0
99,365,Directed,3046,,,1.0
99,87,Directed,3047,,,1.0
99,80,Directed,3048,,,1.0
99,366,Directed,3049,,,1.0
99,448,Directed,3050,,,1.0
99,239,Directed,3051,,,1.0
527,220,Directed,3052,,,1.0
527,1303,Directed,3053,,,1.0
527,369,Directed,3054,,,1.0
527,81,Directed,3055,,,1.0
527,1304,Directed,3056,,,1.0
527,1305,Directed,3057,,,1.0
897,86,Directed,3058,,,1.0
689,220,Directed,3059,,,1.0
53,54,Directed,3060,,,1.0
53,231,Directed,3061,,,1.0
53,223,Directed,3062,,,1.0
53,232,Directed,3063,,,1.0
53,322,Directed,3064,,,1.0
53,325,Directed,3065,,,1.0
53,385,Directed,3066,,,1.0
53,814,Directed,3067,,,1.0
53,1130,Directed,3068,,,1.0
1174,223,Directed,3069,,,1.0
272,974,Directed,3070,,,1.0
272,975,Directed,3071,,,1.0
272,216,Directed,3072,,,1.0
272,266,Directed,3073,,,1.0
272,976,Directed,3074,,,1.0
924,923,Directed,3075,,,1.0
924,815,Directed,3076,,,1.0
924,925,Directed,3077,,,1.0
924,634,Directed,3078,,,1.0
1069,1065,Directed,3079,,,1.0
1069,137,Directed,3080,,,1.0
1069,114,Directed,3081,,,1.0
1069,224,Directed,3082,,,1.0
1069,1066,Directed,3083,,,1.0
1069,1067,Directed,3084,,,1.0
1069,1068,Directed,3085,,,1.0
1069,1070,Directed,3086,,,1.0
1069,59,Directed,3087,,,1.0
1069,634,Directed,3088,,,1.0
608,448,Directed,3089,,,1.0
608,606,Directed,3090,,,1.0
608,607,Directed,3091,,,1.0
1198,661,Directed,3092,,,1.0
838,187,Directed,3093,,,1.0
838,411,Directed,3094,,,1.0
912,114,Directed,3095,,,1.0
912,118,Directed,3096,,,1.0
833,47,Directed,3097,,,1.0
833,834,Directed,3098,,,1.0
833,795,Directed,3099,,,1.0
833,835,Directed,3100,,,1.0
834,47,Directed,3101,,,1.0
834,833,Directed,3102,,,1.0
834,795,Directed,3103,,,1.0
834,835,Directed,3104,,,1.0
795,784,Directed,3105,,,1.0
795,114,Directed,3106,,,1.0
795,384,Directed,3107,,,1.0
795,155,Directed,3108,,,1.0
795,794,Directed,3109,,,1.0
795,785,Directed,3110,,,1.0
795,197,Directed,3111,,,1.0
795,47,Directed,3112,,,1.0
795,833,Directed,3113,,,1.0
795,834,Directed,3114,,,1.0
795,835,Directed,3115,,,1.0
795,790,Directed,3116,,,1.0
795,836,Directed,3117,,,1.0
810,139,Directed,3118,,,1.0
420,390,Directed,3119,,,1.0
420,419,Directed,3120,,,1.0
